30996,Vincent A.,Cohen,5720 Smetana Drive,Minnetonka,MN,55343,(612) 555-9010,(612) 555-9068,10000
31001,Robert E.,George,1717 Arch Street,Philadelphia,PA,19103,(215) 555-2249,(215) 555-2318,
31002,G. Brian,Caufield,1840 Century Park East,Dallas,TX,75247,(214) 555-7516,(214) 555-7545,5000
31007,Philip T.,Perlis,P.O. Box 280,Necedah,WI,54646,(800) 555-6149,(800) 555-6179,
31011,Robert M.,Wissing,Commerce Atrium,Cherry Hill,NJ,08034,(609) 555-9014,(609) 555-9098,
31017,Glen A.,Schneher,433 North Main Street,Kimberly,WI,54136,(414) 555-3549,(414) 555-3601,
31019,Jing,Qualben,380 Middlesex Avenue,Carteret,NJ,07008,(908) 555-5617,(908) 555-5676,1000
31022,Anthony F.,Reed,2992 West Beach,Gulfport,MS,39501,(601) 555-1230,(601) 555-1267,
31029,Alan E.,Korn,1120 Boston Post Road,Providence,RI,2906,(401) 555-2945,(401) 555-2972,500
31033,David L.,Wachner,Quaker Tower,Chicago,IL,60604,(312) 555-7141,(312) 555-7154,
31038,John M.,Ford,300 First Stamford Place,Stamford,CT,06912,(203) 555-8612,(203) 555-8706,5000
31039,Morris A.,Gruber,2355 West Chandler Boulevard,Chandler,AZ,85225,(602) 555-7384,(602) 555-7409,
31043,Nancy B.,Dietz,2200 Renaissance Boulevard,King Of Prussia,PA,19406,(610) 555-1742,(610) 555-1790,
31047,Anne M.,Kujawa,2101 Sixth Avenue North,Birmingham,AL,35203,(205) 555-2755,(205) 555-2555,
31050,F. McKamy,Yong,5400 Westheimer Court,Los Angeles,CA,90024,(213) 555-1509,(213) 555-1525,
31052,John W.,Howland,Liberty Lane,Hampton,NH,3842,(603) 555-5982,(603) 555-6048,
31054,William D.,Hunt,Building C,Rochester,NY,14623,(716) 555-1894,(716) 555-1909,
31057,Gene S.,Reisbick,5300 Maryland Way,Brentwood,TN,37027,(615) 555-5382,(615) 555-5383,
31060,Robert S.,Khoury,333 Bayview Avenue,Amityville,NY,11701,(516) 555-9435,(516) 555-9466,
31062,Edwin,Jacobson,305 Richardson Road,Lansdale,PA,19446,(215) 555-2959,(215) 555-3051,
31066,Stewart,Reinhardt,217 West Main Street,Gallatin,TN,37066,(615) 555-7273,(615) 555-7346,
31068,Andrew,Kuruc,21255 Califa Street,Woodland Hills,CA,91367,(818) 555-1057,(818) 555-1069,
31071,John F.,Davis,20 Northwest Third Street,Evansville,IN,47739,(812) 555-3415,(812) 555-3441,
31076,John R.,Wack,1460 Broadway,New York,NY,10036,(212) 555-4273,(212) 555-4287,
31078,John R.,Lucido,260 Madison Avenue,Dallas,TX,75206,(214) 555-5831,(214) 555-5874,
31079,Jerry R.,Jaffe,4401 Fair Lakes Court,Fairfax,VA,22033,(703) 555-8531,(703) 555-8609,
31084,James F.,Jaffe,41-60 Main Street,Flushing,NY,11355,(718) 555-4381,(718) 555-4470,
31086,Stephen D.,Day,24 Frank Lloyd Wright Drive,Ann Arbor,MI,48106,(313) 555-4777,(313) 555-4792,7500
31088,William L.,Payne,205 East 6Th Street,Sioux Falls,SD,57117,(605) 555-2788,(605) 555-2821,
31092,John D.,Hess,421 East 30Th Avenue,Hutchinson,KS,67502,(316) 555-5591,(316) 555-5614,
31095,William C.,Light,One East Wacker Drive,San Antonio,TX,78216,(210) 555-1718,(210) 555-1809,
31096,Kenneth B.,Casey,5975 Castle Creek Parkway,Dallas,GA,75201,(214) 555-7758,(214) 555-7781,
31098,Gerald S.,Hyers,430 Airport Road,Greeneville,TN,37745,(615) 555-7274,(615) 555-7338,
31100,John A.,Danhakl,1450 Fashion Island Boulevard,San Mateo,CA,94404,(415) 555-7220,(415) 555-7295,500
31102,Linda J.,Larusso,11501 Northeast Expressway,Oklahoma City,OK,73131,(405) 555-2433,(405) 555-2499,
31109,Leon,Mar-Haim,5310 Street Joseph Avenue,St Joseph,MO,64505,(816) 555-3192,(816) 555-3222,
31116,Daniel J.,Jobe,339 Jefferson Road,Houston,TX,77057,(713) 555-7605,(713) 555-7675,
31119,Stanley C.,Ban,1420 Broadway,Hewlett,NY,11557,(516) 555-3953,(516) 555-4029,
31125,J. Brendan,Quick,8150 Washington Village D,Denver,CO,80237,(303) 555-1107,(303) 555-1145,
31128,John G.,Jansing,400 North Fourth Street,Sacramento,CA,95833,(916) 555-3513,(916) 555-3591,
31130,John M.,Johnson,111 West 40Th Street,Greensboro,NC,27455,(910) 555-3705,(910) 555-3717,
31134,Edward B.,Jobe,P.O. Box 388,Yazoo City,MS,39194,(601) 555-4147,(601) 555-4237,
31138,John P.,Hansen,3901 West Broad Street,Richmond,VA,23230,(804) 555-8450,(804) 555-8485,
31139,Samuel H.,Carr,31100 Solon Road,Solon,OH,44139,(216) 555-7065,(216) 555-7130,
31143,Robert J.,Moore,150 Clove Road,Little Falls,NJ,07424,(201) 555-8646,(201) 555-8669,5000
31146,David V.,Ogilvie,129 Marten Street,Mondovi,WI,54755,(715) 555-4236,(715) 555-4259,5000
31147,Thomas H.,Fox,1155 Avenue Of The Americas,New York,NY,10036,(212) 555-5084,(212) 555-5116,
31150,Tony,Roblin,One Natures Way,Charlotte,NC,28209,(704) 555-5421,(704) 555-5487,
31151,James,Wall,815 Mercer Street,Seattle,WA,98111,(206) 555-6770,(206) 555-6831,
31156,Cyrus H.,Kanely,325 Wood Road,Braintree,MA,2184,(617) 555-1814,(617) 555-1858,
31159,Timothy L.,Wood,1801 North Stadium Boulevard,Columbia,MO,65202,(314) 555-8674,(314) 555-8717,
31162,Edward K.,Fischer,Interstate Tower,Charlotte,NC,28201,(704) 555-9063,(704) 555-9088,
31168,Thomas J.,Lebow,Sumneytown Pike,Spring House,PA,19477,(215) 555-7414,(215) 555-7483,
31172,John A.,Riedy,200 Holleder Parkway,Houston,TX,77056,(713) 555-6147,(713) 555-6161,
31174,Howard,Fuchs,Great Valley Corporate Center,Malvern,PA,19355,(610) 555-5933,(610) 555-6025,
31175,Robert J.,Reilly,38 Rouss Avenue,Winchester,VA,22601,(703) 555-4272,(703) 555-4334,
31180,Mitchell I.,Ellis,101 Railroad Avenue,Ridgefield,NJ,07657,(201) 555-2927,(201) 555-2906,
31183,Bruce A.,Dykstra,4435 Spring Valley Road,San Antonio,TX,78216,(210) 555-2839,(210) 555-2901,
31188,Robert M.,Mack,Bank Of Oklahoma Tower,Atlanta,GA,30339,(770) 555-5213,(770) 555-5240,
31190,Gregg A.,Barlett,7655 Redwood Boulevard,Novato,CA,94945,(415) 555-8411,(415) 555-8445,1000
31194,Bruce M.,Jones,500 Central Avenue,Northfield,IL,60093,(708) 555-6705,(708) 555-6796,7500
31199,Bruce M.,Vance,239 Rowan Street,Salem,VA,24153,(703) 555-8739,(703) 555-8814,
31204,Marshall,Meurlin,135 North Meramec,Clayton,MO,63105,(314) 555-4626,(314) 555-4697,
31207,Donald W.,Taylor,1050 Caribbean Way,Miami,FL,33132,(305) 555-6003,(305) 555-6085,
31212,Judith G.,Kenny,100 North Broadway,Oklahoma City,OK,73102,(405) 555-6023,(405) 555-6027,
31213,Lynn J.,Eagle,Highways 20 and 136,Hollywood,FL,33021,(305) 555-6718,(305) 555-6746,
31217,C. D.,Higginson,601 Marion Drive,Houston,TX,77060,(713) 555-8831,(713) 555-8844,
31218,Gerald M.,Mills,565 Broad Hollow Road,Farmingdale,NY,11735,(516) 555-7093,(516) 555-7192,
31219,Donald S.,Sharpe,2550 East 25Th Street,Los Angeles,CA,90058,(213) 555-2353,(213) 555-2357,
31222,J. Douglas,Jones,23000 Roundy Drive,Pewaukee,WI,53072,(414) 555-8060,(414) 555-8092,
31224,James R.,Kerley,200 Riverview Drive,Irving,TX,75038,(214) 555-3181,(214) 555-3229,
31226,Richard,Jordan,First Shelton Place,Menlo Park,CA,94025,(415) 555-9765,(415) 555-9779,
31231,Mark J.,Kusin,One East Washington Street,New Castle,PA,16103,(412) 555-5549,(412) 555-5584,
31234,James J.,Kesser,8685 Northwest 53Rd Terra,Miami,FL,33166,(305) 555-8041,(305) 555-8075,
31235,James D.,Anger,5425 Hollister Avenue,Santa Barbara,CA,93111,(805) 555-6056,(805) 555-7056,
31238,Thomas E.,Cuneo,3040 West Salt Creek Lane,Arlington Heights,IL,60005,(708) 555-7058,(708) 555-7147,500
31240,Glenn R.,Kelly,1220 Waterway Boulevard,Indianapolis,IN,46202,(317) 555-1573,(317) 555-1587,
31244,Peter H.,Kimsey,370 Van Gordon Street,Mclean,VA,22102,(703) 555-2411,(703) 555-2467,
31246,Gerard M.,Kline,155 East 21St Street,Beverly Hills,CA,90210,(310) 555-5195,(310) 555-5211,
31250,Frank J.,Williams,65 Grove Street,Watertown,MA,02172,(617) 555-2527,(617) 555-2603,
31252,Theodore,Voorhees,301 Cypress Street,Abilene,TX,79601,(915) 555-7033,(915) 555-7130,
31254,Philip J.,Gay,284 South Avenue,Poughkeepsie,NY,12601,(914) 555-2031,(914) 555-2034,500
31257,George J.,Beeston,11100 Plano Road,Dallas,TX,75238,(214) 555-2007,(214) 555-2081,
31258,S. Cody,Elers,1000 Sagamore Parkway South,Rockville,MD,20852,(301) 555-1257,(301) 555-1270,
31261,R. David,Kane,441 West Elm Street,Atlanta,GA,30339,(404) 555-9598,(404) 555-9673,
31264,John W.,Khoury,P.O. Box 399,Claremont,NC,28610,(704) 555-7661,(704) 555-7748,
31269,Robert N.,Elbaum,First Eastern Plaza,Wilkes Barre,PA,18768,(717) 555-4501,(717) 555-4516,
31278,James P.,Kindt,39 West Montgomery Avenue,Rockville,MD,20850,(301) 555-3942,(301) 555-3998,
31279,Ngaire E.,Weiss,380 Middlesex Avenue,Carteret,NJ,07008,(908) 555-5595,(908) 555-5658,
31284,Gary M.,Smith,One Hillendale Road,Perkasie,PA,18944,(215) 555-3230,(215) 555-3271,
31288,Matthew,Puth,One East Wacker Drive,Chicago,IL,60601,(312) 555-6789,(312) 555-6878,
31292,Craig N.,Gambill,941 Grinnell Street,Fall River,MA,2721,(508) 555-1956,(508) 555-2044,
31293,Amos,Perlegos,812 East NASA Road One,Webster,TX,77598,(713) 555-5624,(713) 555-5722,
31295,James,Aoki,4915 South Howell Avenue,Milwaukee,WI,53207,(414) 555-4005,(414) 555-4104,
31298,Steven S.,Loarie,35 East 62Nd Street,New York,NY,10021,(212) 555-8622,(212) 555-8697,
31302,Harry C.,Nasella,23 Pasteur Road,Irvine,CA,92718,(714) 555-1058,(714) 555-1154,1000
31306,Richard J.,Davies,2020 South Central Avenue,Compton,CA,90220,(310) 555-2870,(310) 555-2961,
31308,Felix,Goverman,1326 Willow Road,Sturtevant,WI,53177,(414) 555-1550,(414) 555-1635,
31310,Robert A.,End,101 East Erie Street,Northbrook,IL,60062,(708) 555-3725,(708) 555-3811,
31315,Robert F.,Deuster,102 Woodmont Boulevard,San Mateo,CA,94402,(415) 555-1605,(415) 555-1660,
31317,Robert G.,Winokur,49 Danton Drive,Methuen,MA,01844,(508) 555-6482,(508) 555-6561,
31319,Rocky,Cook,2801 Highway 280 South,Birmingham,AL,35223,(205) 555-9256,(205) 555-9293,
31322,Susan,Hara,1530 Fifth Avenue,Seattle,WA,98101,(206) 555-5429,(206) 555-5479,
31324,Wayne E.,Conlon,111 Corcoran Street,Durham,NC,27702,(919) 555-7855,(919) 555-7871,
31327,David,Hall,10800 Roosevelt Boulevard,St Petersburg,FL,33716,(813) 555-9781,(813) 555-9870,
31329,B. E.,Hakimoglu,Washington Dulles International,Darien,IL,60561,(708) 555-3588,(708) 555-3617,
31333,Charles,Knutson,550 Route 202-206,Dallas,TX,75240,(214) 555-4012,(214) 555-4039,
31338,Gordon,Mongan,One OConnor Plaza,Victoria,TX,77902,(512) 555-9488,(512) 555-9586,
31340,James M.,Moon,One Liberty Square,Boston,MA,02109,(617) 555-9624,(617) 555-9633,
31344,Henry J.,Edwards,6608 Hollywood Boulevard,Los Angeles,CA,90028,(213) 555-5230,(213) 555-5264,
31346,Timothy G.,Lear,2800 Fremont Street,Las Vegas,NV,89104,(702) 555-9161,(702) 555-9183,
31347,Joel M.,Owens,2290 West Eighth Avenue,Hialeah,NY,33010,(305) 555-8240,(305) 555-8273,
31348,John C.,Belcher,222 South Main Street,Bowling Green,OH,43402,(419) 555-5293,(419) 555-5360,
31350,John,Kanis,One Hancock Plaza,Gulfport,MS,39502,(601) 555-4618,(601) 555-4676,
31354,Joseph L.,Weber,600 Madison Avenue,New York,NY,10022,(212) 555-6484,(212) 555-6581,
31363,Rocky H.,Enos,201 Old Country Road,Melville,NY,11747,(516) 555-2010,(516) 555-2031,
31368,Edward B.,King,107 North Sherman Street,Ennis,TX,75119,(214) 555-6596,(214) 555-6680,
31373,Donald,Tremayne,1840 Century Park East,Los Angeles,CA,90067,(310) 555-2207,(310) 555-2283,
31375,Ward C.,Huntley,100 Royal Street,Canton,MA,02021,(617) 555-2512,(617) 555-2580,
31376,William O.,Kohn,5835 Blue Lagoon Drive,Gainesville,GA,30501,(404) 555-2015,(404) 555-2056,
31383,Barton J.,Hodgson,500 West Madison,Grand Rapids,MI,49501,(616) 555-2620,(616) 555-2657,500
31384,Paul G.,Kurcik,700 Dresher Road,Horsham,PA,19044,(215) 555-7525,(215) 555-7603,
31386,James K.,Klein,17001 Northchase Drive,Houston,TX,77060,(713) 555-1157,(713) 555-1236,
31389,Wilber H.,Beer,1002 Stafford Street,Clarksville,TN,37040,(615) 555-2014,(615) 555-2092,10000
31394,William A.,Lawson,3 East 54Th Street,Greenwich,CT,06830,(203) 555-3353,(203) 555-3398,
31397,Robert J.,Slapke,422 Wards Corner Road,Loveland,OH,45140,(513) 555-4539,(513) 555-4584,
31400,Ted,Kwok,1310 Goshen Parkway,West Chester,PA,19380,(610) 555-1784,(610) 555-1829,
31402,Dennis,Ladehoff,One Citizens Banking Cent,Flint,MI,48502,(313) 555-7540,(313) 555-7627,
31406,Pieter,Bassin,600 South East Coast Avenue,Lantana,FL,33462,(407) 555-1130,(407) 555-1226,
31408,Karl E.,Evans,5005 LBJ Freeway,Dallas,TX,75244,(214) 555-9079,(214) 555-9168,
31416,Mariel,Kacer,1293 South Main Street,Akron,OH,44301,(216) 555-5675,(216) 555-5721,
31419,John A.,Engler,400 West Capitol Avenue,Scottsdale,AZ,85251,(602) 555-2967,(602) 555-3011,
31424,Albert J.,Toll,Green Boulevard,Mexico,MO,65265,(314) 555-3649,(314) 555-3676,
31427,Philip C.,Murphy,81 Spence Street,Bay Shore,NY,11706,(516) 555-2228,(516) 555-2287,
31428,William J.,Curran,7733 Forsyth Boulevard,St Louis,MO,63105,(314) 555-7505,(314) 555-7549,5000
31431,Ron,Cheng,7300 North Kendall Drive,Miami,FL,33156,(305) 555-7776,(305) 555-7827,500
31433,Avi,Slaybaugh,6500 Mineral Drive,Coeur DAlene,ID,83814,(208) 555-4148,(208) 555-4205,
31436,Tracy A.,Johnson,36111 Schoolcraft,Livonia,MI,48150,(313) 555-3026,(313) 555-3048,
31439,Gilbert C.,Bova,330 South Fourth Street,Richmond,VA,23219,(804) 555-5004,(804) 555-5087,
31443,Mohan,English,2001 Theurer Boulevard,Winona,MN,55987,(507) 555-5399,(507) 555-5454,
31446,William,Borland,165 Jackson Street,Lowell,MA,01852,(508) 555-6365,(508) 555-6453,5000
31448,Ronald F.,Perlis,1001 Murry Ridge Drive,Murrysville,PA,15668,(412) 555-2861,(412) 555-2937,
31451,Clark A.,McNally,80 Hayden Avenue,Louisville,KY,40207,(502) 555-2113,(502) 555-2132,1000
31452,Mark A.,Warnock,5295 Carillon Point,Kirkland,WA,98033,(206) 555-1921,(206) 555-1995,
31455,Norman,Levy,1755 Butterfield Road,Libertyville,IL,60048,(708) 555-8226,(708) 555-8249,
31459,Morris A.,Roepke,One Colonial Road,Manchester,CT,06045,(203) 555-1259,(203) 555-1298,
31462,Gust,Hardesty,2000 Gateway,Grenada,MS,38902,(601) 555-1122,(601) 555-1159,
31465,Amin J.,Kobasa,125 Main Street,Scotia,CA,95565,(707) 555-2248,(707) 555-2257,
31466,Anthony F.,King,One Portland Square,Portland,ME,04112,(207) 555-8525,(207) 555-8591,
31468,Gabriel S.,Lear,175 Mcclellan Highway,East Boston,MA,02128,(617) 555-2254,(617) 555-2276,
31470,John D.,Koeppe,2828 North Haskell,Houston,TX,77084,(713) 555-7911,(713) 555-7950,
31471,John E.,Lavelle,4101 Jerome Avenue,Chattanooga,TN,37407,(615) 555-4228,(615) 555-4280,
31474,Fred B.,Montrone,3101 Glenwood Avenue,Ralelgh,NC,27612,(919) 555-2730,(919) 555-2803,
31480,Robert C.,Ney,222 Merchandise Mart Plaza,Chicago,IL,60654,(312) 555-6028,(312) 555-6106,
31484,Edwin,Krongard,22 Harbor Park Drive,Port Washington,NY,11050,(516) 555-1614,(516) 555-1645,
31487,Paul F.,Fuller,150 Second Avenue North,St Petersburg,FL,33701,(813) 555-3317,(813) 555-3385,500
31491,Louie W.,Hill,Syms Way,Secaucus,NJ,07094,(201) 555-9650,(201) 555-9679,
31493,Robert A.,Knobel,5037 East Hunter Avenue,Portland,OR,97223,(503) 555-3486,(503) 555-3513,
31494,John W.,Neag,U S Highway 22 West And S,Maitland,FL,32751,(407) 555-9021,(407) 555-9023,
31496,Dale A.,Leneveu,600 South East Coast Avenue,Houston,TX,77042,(713) 555-5591,(713) 555-5595,500
31499,R. Tobias,Heller,743 North Eckhoff Street,Orange,CA,92668,(714) 555-1918,(714) 555-1989,
31504,John E.,Evans,105 Carnegie Center,Princeton,NJ,08540,(609) 555-3754,(609) 555-3799,
31506,Jay R.,Yorks,12015 Lee Jackson Memorial,Houston,TX,77002,(713) 555-3776,(713) 555-3781,
31510,Paul,Zurlage,3535 Piedmont Road North,Atlanta,GA,30305,(404) 555-3042,(404) 555-3081,
31514,A. B.,Krongard,2665 South Bayshore Drive,Coconut Grove,FL,33133,(305) 555-8391,(305) 555-8406,
31519,Peter E.,Tombros,1500 Market Street,Philadelphia,PA,19102,(215) 555-1714,(215) 555-1789,
31522,Tod V.,Madrid,244 Worcester Street,Dallas,TX,75251,(214) 555-9921,(214) 555-1000,
31523,James V.,Letier,Sumneytown Pike,Little Rock,AR,72201,(501) 555-8304,(501) 555-8337,
31528,Patrick,Tarello,740 South Decatur Boulevard,Las Vegas,NV,89107,(702) 555-5235,(702) 555-5289,
31533,Stephen J.,Best,500 Craig Road,Manalapan,NJ,07726,(908) 555-3721,(908) 555-3741,10000
31536,David H.,Yost,4401 Fair Lakes Court,Fairfax,VA,22033,(703) 555-8559,(703) 555-8571,
31540,Peter,Woolf,111 Wagaraw Road,Hawthorne,NJ,07506,(201) 555-1331,(201) 555-1396,
31542,John E.,Raynor,Medure Place,Ellwood City,PA,16117,(412) 555-2480,(412) 555-2504,
31549,Harry,Brett,201 Cahaba Valley Parkway,Pelham,AL,35124,(205) 555-2511,(205) 555-2529,
31553,Robert W.,Howley,8 Federal Street,Billerica,MA,01821,(508) 555-8891,(508) 555-8895,
31557,Paul E.,Jungwirth,500 Westridge Drive,Watsonville,CA,95076,(408) 555-2744,(408) 555-2762,
31561,R. David,Seta,20633 South Fordyce Avenue,Nashville,TN,37203,(615) 555-3871,(615) 555-3962,
31565,Peter G.,Wachner,8 Federal Street,Norcross,GA,30092,(404) 555-5312,(404) 555-5405,
31569,Nolan,DCroix,402 Industrial Lane,Houston,TX,77079,(713) 555-5068,(713) 555-5104,
31573,Ayhan,Badovinus,2299 Busse Road,Elk Grove Village,IL,60007,(708) 555-2372,(708) 555-2427,
31577,Thomas R.,Carlin,2215 Union Avenue,Sheboygan,WI,53082,(414) 555-4456,(414) 555-4477,1000
31588,Rodger S.,Lewis,2701 East Grauwyler Road,Irving,TX,75061,(214) 555-6074,(214) 555-6082,
31591,Ben R.,Solis,22 Northeast Drive,Hershey,PA,17033,(717) 555-6381,(717) 555-6390,
31596,John C.,Lill,3001 John F. Kennedy Boulevard,Miami,FL,33133,(305) 555-2254,(305) 555-2334,
31598,Jerry C. D.,Asten,One Rollins Plaza,Wilmington,DE,19803,(302) 555-3353,(302) 555-3370,500
31602,Ralph W.,Jannotta,8839 Greenwood Place,Savage,MD,20763,(301) 555-6861,(301) 555-6361,
31606,Robert J.,Lashlee,460 Herndon Parkway,Herndon,VA,22070,(703) 555-6028,(703) 555-6083,
31609,Paul F.,Larsen,2830 South Fairview Street,Santa Ana,CA,92704,(714) 555-8233,(714) 555-8253,
31613,Harry B.,Thomas,2221 Park Place,El Segundo,CA,90245,(310) 555-6311,(310) 555-6335,
31618,John G.,Suter,125 West 55th Street,New York,NY,10019,(212) 555-6019,(212) 555-6084,
31625,Javier,Boyes,9201 West Belmont Avenue,Franklin Park,IL,60131,(708) 555-3020,(708) 555-3096,
31628,Edward P.,Ondis,47-05 Metropolitan Avenue,Ridgewood,NY,11385,(718) 555-3848,(718) 555-3895,1000
31634,Ron E.,Lembark,Benson Road,Dallas,TX,75244,(214) 555-5575,(214) 555-5583,1000
31637,Peter W.,Loehr,One Penn Plaza,New York,NY,10119,(212) 555-7201,(212) 555-7254,
31642,Turner O.,Herrick,4343 Von Karman Avenue,Newport Beach,CA,92660,(714) 555-9399,(714) 555-9413,
31643,Andrew,Mario,3233 Newmark Drive,St Paul,MN,55101,(612) 555-7672,(612) 555-7689,
31646,Akira,Blum,160 Broadway,Greenwood,IN,46143,(317) 555-4405,(317) 555-4439,
31647,Jon L.,Eldar,2724 North Tenaya Way,Las Vegas,NV,89128,(702) 555-7032,(702) 555-7036,
31651,Michael A.,Rigas,2270 South 88Th Street,Louisville,CO,80028,(303) 555-5165,(303) 555-5236,
31653,Gilbert C.,Lupo,1800 South 14Th Street,Elkhart,IN,46516,(219) 555-7521,(219) 555-7548,
31656,James E.,Conlon,1319 Street Andrew Street,La Crosse,WI,54603,(608) 555-3033,(608) 555-3038,
31659,John A.,Ferrell,3211 Nebraska Avenue,Englewood,CO,80111,(303) 555-9335,(303) 555-9350,1000
31663,Larry,Lowin,8110 Gatehouse Road,Falls Church,VA,22042,(703) 555-3164,(703) 555-3190,
31666,Martin,Riseman,1180 Upper Hembree Road,Atlanta,GA,30076,(404) 555-6365,(404) 555-6398,
31670,F. Taylor,Clontz,10 Woodbridge Center Drive,Woodbridge,NJ,07095,(908) 555-1135,(908) 555-1157,
31672,Frank E.,Yost,400 Wood Road,Braintree,MA,02184,(617) 555-7136,(617) 555-7142,
31676,Harold E.,Estrin,3200 San Fernando Road,Los Angeles,CA,90065,(213) 555-2809,(213) 555-2814,
31683,Michael J.,Colby,304 Cambridge Road,Reading,PA,19607,(610) 555-3453,(610) 555-3457,
31684,Garnet E.,Marx,5900 North Andrews Avenue,Darien,IL,60561,(708) 555-3561,(708) 555-3579,
31688,Scott P.,Bartz,I-40 and Morgan Road,Oklahoma City,OK,73101,(405) 555-6063,(405) 555-6109,
31689,Michael A.,Lutz,9900 Talbert Avenue,Fountain Valley,CA,92708,(714) 555-7261,(714) 555-7337,
31693,Charles I.,Hatch,888 Seventh Avenue,New York,NY,10106,(212) 555-4480,(212) 555-4486,
31695,Melvyn J.,Judson,64 Fairbanks,Irvine,CA,92718,(714) 555-9049,(714) 555-9076,
31700,Paul M.,Rombouts,5619 DTC Parkway,Englewood,CO,80111,(303) 555-5541,(303) 555-5629,7500
31705,R. David,Yost,10990 Wilshire Boulevard,Los Angeles,CA,90024,(310) 555-4018,(310) 555-4026,
31708,Linda J.,Bertram,11103 West Avenue,Milwaukee,WI,53203,(414) 555-1051,(414) 555-1093,
31710,F.A.M.,Dammeyer,13100 Northwest Freeway,St Louis,MO,63105,(314) 555-6896,(314) 555-6930,
31714,Stephen J.,Fantle,4800 East 131St Street,Cleveland,OH,44105,(216) 555-3620,(216) 555-3680,
31716,Carol A.,Shand,4205 South 96Th Street,Omaha,NE,68127,(402) 555-9431,(402) 555-9457,
31721,Greg,Stavish,213 South Main Street,Hector,MN,55342,(612) 555-6244,(612) 555-6255,
31726,Milton,Feitler,2101 Blair Mill Road,Willow Grove,PA,19090,(215) 555-6037,(215) 555-6131,
31732,Brooks R.,Consoli,Technology Park,North Stonington,CT,6359,(203) 555-3926,(203) 555-3991,
31734,Suzanne,Smith,600 South East Coast Avenue,Houston,TX,77010,(713) 555-7210,(713) 555-7262,
31736,Leo W.,Lysinger,9753 Pine Lake Drive,Houston,TX,77055,(713) 555-6049,(713) 555-6138,
31740,Kurt B.,Menzer,65140 U.S. 33 East,Goshen,IN,46526,(219) 555-3152,(219) 555-3183,
31745,Russell C.,Ness,507 Forest Avenue,Carnegie,PA,15106,(412) 555-6262,(412) 555-6278,
31749,Terrence,Myers,3901 North First Street,San Jose,CA,95134,(408) 555-2619,(408) 555-2714,
31753,William G.,Case,1610 Cornerway Boulevard,San Antonio,TX,78219,(210) 555-6296,(210) 555-6330,
31758,Albert W.,Kerbs,525 North Brand Boulevard,Lyndhurst,NJ,07071,(201) 555-8444,(201) 555-8527,1000
31761,R. Kent,Binet,5200 Cedar Crest Boulevard,Albuquerque,NM,87110,(505) 555-5326,(505) 555-5394,1000
31766,Gary W.,Delorenzo,One Financial Plaza,Holland,MI,49423,(616) 555-9219,(616) 555-9234,
31770,Stephen M.,Wood,4500 Alexander Boulevard,Albuquerque,NM,87107,(505) 555-8158,(505) 555-8185,
31772,Francis W.,Laven,3001 John F. Kennedy Boulevard,North Little Rock,AR,72116,(501) 555-2381,(501) 555-2441,
31775,John B.,Miller,128 Technology Drive,Waltham,MA,02154,(617) 555-5005,(617) 555-5042,
31780,Perry,Choong,2000 Two First Union Cent,Gibbsboro,NJ,08026,(609) 555-3411,(609) 555-3485,
31783,Peter M.,Gilbert,5400 Westheimer Court,Houston,TX,77251,(713) 555-5429,(713) 555-5495,
31787,Robert D.,Bolger,1242 East 49Th Street,Cleveland,OH,44114,(216) 555-9120,(216) 555-9128,
31790,Sheldon W.,Stefan,P.O. Box 3373,Pittsburgh,PA,15230,(412) 555-1610,(412) 555-1704,
31795,Michael A.,Vokey,900 North Michigan Avenue,Chicago,IL,60611,(312) 555-4865,(312) 555-4912,
31797,Richard S.,Kuntz,600 Tower East,Cleveland,OH,44122,(216) 555-9714,(216) 555-9807,
31800,Robert J.,Hensley,7101 College Boulevard,Morrisville,NC,27560,(909) 555-2080,(909) 555-2121,
31803,John P.,Beiser,P O Box 7,Ft Worth,TX,76101,(817) 555-6023,(817) 555-6055,
31806,Mark,Riebman,6131 Falls Of Neuse Road,Raleigh,NC,27609,(919) 555-9968,(919) 555-9986,
31808,Richard J.,Oswald,30195 Chagrin Boulevard,Pepper Pike,OH,44124,(216) 555-5795,(216) 555-5881,
31809,Floyd S.,Unger,460 North Gulph Road,Atlanta,GA,30326,(404) 555-6211,(404) 555-6301,
31812,Harry B.,Harvey,2020 Santa Monica Boulevard,Santa Monica,CA,90404,(310) 555-5525,(310) 555-5621,
31815,John D.,Belcher,81 Wyman Street,Dallas,TX,75240,(214) 555-1865,(214) 555-1893,
31820,Eva,Lurie,Mtel Centre,Bloomfield Hills,MI,48304,(810) 555-2474,(810) 555-2499,
31824,Edgar D.,Callison,Razor Blade Lane,Verona,VA,24482,(540) 555-8068,(540) 555-8124,
31827,Edward A.,Eyton,717 Mulberry Street,Des Moines,IA,50309,(515) 555-2594,(515) 555-2607,
31829,Peter S.,Hayden,2113 Florida Boulevard,Neptune Beach,FL,32266,(904) 555-4270,(904) 555-4288,
31838,Joseph P.,Oliver,One Gateway Center,Pittsburgh,PA,15222,(412) 555-3705,(412) 555-3801,5000
31840,R. David,Blom,47071 Bayside Parkway,Fremont,CA,94538,(510) 555-4014,(510) 555-4053,
31843,Frank,Macdonald,39 Old Ridgebury Road,Danbury,CT,06810,(203) 555-4377,(203) 555-4424,
31847,Raymond,King,3520 Broadway,Kansas City,MO,64111,(816) 555-7011,(816) 555-7071,
